날짜,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시
2024-05-07,53.614,71.372,58.199,61.34,81.03,89.476,96.898,113.591,150.522,119.389,53.738,30.343,25.513,34.595,73.911,126.688,154.762,139.158,98.973,93.76,107.543,96.772,69.346,68.421
2024-05-08,68.612,60.631,53.373,61.071,48.217,44.309,25.399,64.307,127.714,156.4,151.19,153.471,158.88,148.311,117.791,71.755,40.972,25.537,10.033,8.143,4.168,3.108,1.214,0.361
2024-05-09,0.127,0.113,5.292,9.602,13.367,18.841,44.725,33.847,31.946,19.833,10.546,4.746,8.251,10.138,6.363,10.053,14.312,17.35,17.987,14.777,12.065,9.186,7.699,5.198
2024-05-10,3.774,4.9,4.239,1.27,0.87,2.828,5.649,8.254,14.008,30.957,44.124,26.75,12.559,17.176,43.027,78.15,99.674,110.784,113.304,126.161,129.221,148.662,151.441,161.884
2024-05-11,161.496,173.878,181.052,190.468,183.151,161.373,179.411,204.036,205.64,190.633,219.256,238.551,224.631,217.786,204.827,174.949,192.201,213.533,171.482,181.876,168.562,142.225,156.229,154.321
2024-05-12,137.468,81.4,43.956,35.923,48.499,79.549,119.388,106.074,136.587,153.83,157.258,152.079,141.537,155.991,158.856,181.736,213.569,229.001,203.02,209.916,252.048,244.211,238.09,224.044
2024-05-13,212.606,206.332,177.259,158.949,143.31,120.184,114.454,76.595,56.068,43.071,35.74,9.565,10.734,8.428,8.754,19.852,10.871,6.975,5.332,11.61,18.176,17.83,8.333,5.451
2024-05-14,5.156,3.645,6.287,15.02,10.382,7.872,3.678,0.648,0.096,0.057,0.121,1.222,1.534,1.406,2.962,3.083,1.667,0.988,0.342,0.469,0.228,0.464,1.599,3.31
2024-05-15,5.606,4.751,8.306,7.814,7.772,19.012,10.196,16.002,15.508,17.263,8.401,16.33,39.324,45.024,61.719,201.158,255.711,266.383,276.749,271.402,242.119,230.392,235.097,244.215
2024-05-16,262.987,259.756,267.586,277.071,268.728,249.86,238.434,194.652,184.046,121.843,55.181,26.784,21.474,17.375,38.159,102.78,161.816,164.801,118.133,97.602,77.57,60.464,71.533,61.422
2024-05-17,53.177,80.201,116.57,122.842,130.099,100.086,90.436,81.926,85.571,49.721,9.153,22.405,23.959,14.699,16.049,86.898,85.894,85.572,90.194,82.595,91.088,90.845,102.846,89.292
2024-05-18,78.139,72.275,81.594,90.712,61.783,59.702,43.844,23.134,29.101,29.284,27.441,13.732,6.493,9.719,9.95,13.403,12.699,14.75,14.211,12.879,23.213,21.887,20.184,36.485
2024-05-19,35.989,27.776,22.641,17.149,14.047,11.676,3.788,1.901,1.436,4.035,6.282,8.864,10.187,9.938,10.914,11.611,3.287,1.927,0.722,1.79,0.737,0.259,0.878,0.445
2024-05-20,2.423,1.728,0.885,3.514,2.561,5.779,1.3,1.298,1.19,7.142,13.909,12.147,8.128,5.122,3.286,1.727,1.891,1.98,5.738,15.289,25.616,32.051,25.171,22.159
2024-05-21,20.165,28.22,11.919,8.294,6.642,6.071,8.282,9.648,11.05,17.558,34.386,49.373,49.709,56.152,62.09,54.968,45.048,34.204,29.997,15.949,9.188,13.101,10.753,9.466
2024-05-22,11.043,10.834,9.557,10.767,15.044,7.572,6.07,4.269,5.7,9.989,14.733,16.463,12.549,13.713,12.142,8.452,3.876,4.054,2.563,0.844,1.21,1.119,0.528,0.115
2024-05-23,0.129,0.551,0.053,0.042,0.484,0.451,0.223,1.109,1.408,0.637,0.062,0.77,0.286,0.566,2.198,3.666,4.621,5.962,5.779,9.733,22.276,32.164,47.314,49.761
2024-05-24,61.356,69.227,48.244,59.883,59.715,63.92,68.937,51.612,47.646,50.882,63.472,42.343,16.533,16.534,16.275,7.276,7.438,6.806,5.425,3.253,2.189,3.259,6.643,9.708
2024-05-25,6.68,3.468,4.533,5.842,7.737,7.431,14.938,27.334,31.927,38.331,36.37,27.556,16.52,17.243,17.92,61.373,68.559,63.104,45.555,25.019,24.376,28.107,36.959,30.087
2024-05-26,40.187,57.724,63.893,72.971,98.387,82.875,55.957,57.398,83.589,102.37,111.287,115.1,146.497,155.334,129.731,99.542,99.818,78.695,71.202,80.787,55.229,47.495,28.946,49.323
2024-05-27,46.459,66.605,76.928,95.079,87.968,87.297,149.748,160.895,167.808,151.645,144.662,113.656,89.299,70.371,63.234,51.382,85.061,85.049,99.839,116.139,98.679,102.569,110.102,130.508
2024-05-28,113.441,91.911,101.237,157.187,176.03,178.67,148.219,139.745,158.288,125.346,67.979,30.005,14.643,13.464,34.611,45.79,38.111,34.871,34.578,31.165,17.715,16.159,1.166,0.047
2024-05-29,0.041,0.043,2.922,4.175,0.259,1.563,5.389,0.973,0.122,1.792,2.33,4.215,4.727,8.459,8.668,6.72,2.412,0.199,0.114,0.104,1.036,2.061,1.336,1.916
2024-05-30,1.819,1.672,0.209,0.272,0.221,1.197,1.923,1.999,6.359,22.517,27.158,13.216,7.385,10.627,7.198,6.361,4.665,3.33,2.761,1.799,0.045,1.592,8.294,8.791
2024-05-31,2.176,5.07,6.398,7.428,3.953,3.29,2.095,2.787,0.18,0.096,0.221,0.654,0.173,0.244,0.882,4.035,3.278,2.087,1.357,14.249,55.41,65.273,54.736,72.927
2024-06-01,76.845,74.799,60.675,66.956,66.071,67.559,53.815,37.809,49.339,78.963,78.658,55.357,36.91,11.613,14.571,106.814,138.51,122.038,124.918,131.672,114.477,143.156,138.925,121.292
2024-06-02,140.189,155.143,154.561,175.656,163.399,147.743,110.475,56.489,47.297,32.564,24.806,10.399,6.102,11.202,32.6,33.086,27.847,32.308,32.407,40.205,48.513,60.479,65.084,59.298
2024-06-03,59.756,54.151,47.707,41.954,36.348,28.724,22.202,9.411,5.439,2.624,4.06,9.566,14.749,12.254,13.312,11.135,10.688,9.966,9.781,10.388,16.166,18.953,17.046,11.64
2024-06-04,13.732,9.74,5.888,2.312,5.689,5.04,2.429,5.466,17.129,26.764,29.59,36.023,41.094,49.594,46.135,36.015,23.282,10.621,1.521,0.252,0.613,0.188,2.28,5.345
2024-06-05,7.315,7.975,13.633,17.042,13.952,19.533,21.866,28.997,46.634,54.848,67.36,64.661,41.452,30.662,23.331,24.825,44.625,23.66,8.596,2.527,12.2,23.466,14.953,0.922
2024-06-06,1.665,6.216,5.53,5.589,1.09,5.859,7.765,1.466,4.998,7.243,9.47,1.596,0.699,1.958,8.436,13.262,11.834,15.409,9.323,5.556,4.147,30.664,32.327,19.328
2024-06-07,19.789,15.261,5.292,0.821,5.237,2.051,2.882,1.199,1.144,7.161,18.334,23.376,32.136,41.406,42.95,44.225,41.228,47.035,46.478,39.989,43.304,59.119,69.665,76.535
2024-06-08,84.637,77.503,56.952,73.108,53.697,28.803,38.343,57.67,66.789,72.32,55.331,42.318,15.796,2.918,5.314,5.208,11.551,8.879,12.539,19.052,23.722,29.686,39.54,43.519
2024-06-09,51.341,49.717,66.872,122.897,151.107,159.428,138.95,114.433,86.225,61.494,43.751,30.488,42.708,24.811,21.638,27.111,20.697,15.617,9.557,11.763,20.823,28.13,31.822,31.435
2024-06-10,23.373,9.674,9.896,7.3,6.795,5.812,3.037,4.101,3.839,3.97,5.033,2.634,2.59,4.844,8.818,11.694,8.368,13.236,11.103,5.619,5.459,9.712,9.61,10.578
2024-06-11,7.739,3.581,0.907,0.079,0.157,0.054,0.438,0.105,0.051,0.1,0.048,0.061,0.22,0.191,0.397,0.316,0.398,0.041,0.045,0.176,0.711,2.406,3.569,10.294
2024-06-12,7.808,6.426,11.259,12.801,6.143,4.257,4.192,3.258,2.914,2.612,6.164,7.984,12.47,9.343,2.737,1.847,4.516,6.241,1.995,0.179,0.468,4.017,1.454,1.728
2024-06-13,2.713,10.438,13.271,6.98,10.939,12.284,2.199,0.119,1.362,0.309,0.17,0.152,1.67,2.681,1.325,3.108,1.92,0.961,0.047,0.119,1.64,3.294,2.044,4.27
2024-06-14,6.327,5.075,3.864,4.887,9.562,23.145,9.845,0.578,1.574,5.258,15.12,18.378,19.844,24.553,20.26,15.499,24.685,39.346,37.583,16.123,15.866,21.164,6.794,16.571
2024-06-15,9.973,7.473,6.144,6.556,6.199,10.562,7.908,0.642,0.687,2.677,6.095,3.55,3.07,1.533,1.808,2.487,1.77,0.923,0.303,6.481,16.633,24.511,20.566,20.297
2024-06-16,42.874,46.454,19.119,11.814,10.367,23.429,26.474,23.463,31.295,31.399,29.307,24.051,20.398,24.32,27.182,21.775,14.795,10.805,18.799,40.579,43.47,36.635,32.251,15.949
2024-06-17,9.674,8.84,6.692,6.651,3.847,11.237,23.41,27.07,17.009,1.683,0.546,5.69,6.61,6.786,13.775,13.45,4.562,5.225,4.265,0.22,0.128,6.124,13.376,22.968
2024-06-18,45.628,59.982,62.421,69.65,58.194,71.045,89.583,92.543,88.667,80.696,69.434,47.382,49.375,50.727,49.51,45.707,27.788,25.647,16.231,25.549,25.477,26.064,19.623,12.604
2024-06-19,6.257,6.163,4.847,4.098,2.178,0.728,1.95,5.353,9.813,18.329,31.952,46.923,49.515,39.841,35.807,26.848,27.432,33.775,35.382,41.944,55.547,57.362,72.714,83.658
2024-06-20,67.643,54.647,57.647,37.43,45.918,72.462,84.324,80.394,101.497,102.073,124.396,140.555,130.284,95.644,99.512,151.82,151.32,83.314,31.12,36.293,39.986,40.374,41.759,35.736
2024-06-21,22.037,7.344,6.07,6.028,3.35,5.979,6.637,9.882,11.402,8.908,8.092,4.39,9.5,20.265,23.651,14.416,15.334,16.144,26.276,19.883,26.937,25.221,20.758,24.015
2024-06-22,24.306,24.353,35.858,48.787,61.368,84.756,90.384,84.102,98.856,118.223,140.923,108.172,79.359,91.471,113.241,122.452,130.495,135.045,135.707,131.496,125.951,123.32,113.992,108.84
2024-06-23,126.073,101.538,89.863,88.024,47.998,26.11,6.469,8.559,6.978,8.595,7.869,14.994,14.406,10.922,11.886,7.637,5.1,11.088,15.902,7.681,4.594,6.351,21.646,51.77
2024-06-24,38.529,26.729,15.867,16.355,21.559,29.984,20.867,20.722,14.585,4.879,2.751,17.046,40.349,41.106,30.868,48.326,46.44,36.161,23.621,18.481,24.055,23.061,22.404,19.173
2024-06-25,11.518,11.681,9.126,10.307,10.873,12.016,14.058,21.341,15.772,15.003,22.388,16.707,13.724,8.169,0.919,0.486,0.241,0.513,0.206,1.469,7.361,9.317,9.232,8.148
2024-06-26,2.178,12.211,7.998,3.404,1.94,0.482,1.347,0.813,0.312,0.079,0.357,0.061,0.492,0.153,0.203,2.781,2.476,1.752,0.839,0.076,0.066,0.051,0.041,0.067
2024-06-27,0.901,1.885,0.46,0.566,1.217,4.214,13.644,11.57,14.674,22.102,42.655,78.642,56.207,31.018,19.096,11.825,13.992,18.205,22.297,18.328,12.298,44.7,43.866,33.79
2024-06-28,14.33,7.715,3.003,0.339,2.644,4.066,5.714,4.547,3.478,5.412,4.618,1.901,3.828,6.872,12.655,8.469,7.409,18.552,27.007,22.534,13.821,14.183,11.578,20.134
2024-06-29,33.803,47.308,52.567,53.714,31.513,41.672,67.973,98.678,118.688,126.197,129.061,112.706,152.708,183.375,191.973,183.5,205.55,213.375,208.214,218.621,212.942,219.947,229.267,216.735
2024-06-30,232.903,237.558,236.961,234.456,236.288,224.566,213.672,207.706,192.398,192.429,175.176,154.088,140.254,128.162,122.392,108.276,124.109,134.953,134.318,97.748,74.118,61.748,52.424,49.798
2024-07-01,44.831,58.484,31.252,10.546,10.983,24.531,13.65,6.761,2.15,1.673,1.528,0.26,0.387,1.494,3.073,9.504,16.504,18.956,26.626,47.771,62.545,68.933,100.195,139.116
2024-07-02,169.57,180.788,179.29,182.286,181.727,188.355,187.64,198.064,208.593,222.974,197.455,189.717,208.034,219.008,229.681,236.235,228.553,224.773,203.682,202.896,201.579,204.997,202.887,187.688
2024-07-03,200.014,202.842,187.325,194.347,158.451,133.1,122.438,102.824,100.907,98.263,96.463,98.194,96.618,95.877,67.649,53.568,43.369,33.315,25.183,20.68,18.561,11.58,15.505,15.451
2024-07-04,21.065,25.817,21.69,24.893,19.474,13.701,19.741,19.046,26.765,34.237,49.413,53.579,78.297,94.141,107.782,97.436,93.896,97.787,98.423,110.103,142.607,140.29,130.705,116.348
2024-07-05,118.385,85.144,77.434,73.683,68.142,39.612,19.49,8.02,4.218,4.589,9.052,13.417,12.513,10.862,12.17,9.867,10.312,13.96,30.702,57.961,65.379,57.661,72.985,89.371
2024-07-06,103.113,105.967,124.699,140.959,149.134,158.456,177,180.509,174.402,172.683,187.899,187.654,188.728,178.207,165.406,149.065,152.358,148.595,162.339,160.776,138.888,124.125,146.499,131.979
2024-07-07,134.442,142.298,117.459,144.591,158.913,156.747,145.229,139.733,138.271,160.542,146.82,137.651,129.624,127.265,107.735,106.06,104.415,90.675,78.984,82.757,78.314,93.382,103.213,110.68
2024-07-08,121.108,123.269,114.929,116.744,132.738,118.559,119.222,131.65,129.089,151.083,154.932,147.144,138.837,137.706,132.156,123.684,112.617,96.914,86.636,86.95,92.416,101.433,128.394,131.616
2024-07-09,129.782,133.511,115.906,109.974,127.629,117.044,116.841,121.806,128.472,127.203,140.468,139.905,145.018,139.111,140.653,142.666,151.847,148.912,156.899,159.217,165.026,195.315,211.498,207.364
2024-07-10,213.297,207.526,195.07,197.676,196.095,185.142,174.841,150.279,147.24,92.235,56.822,39.425,63.372,55.206,58.229,55.926,19.251,12.447,41.272,64.217,40.682,15.993,27.686,49.457
2024-07-11,56.068,49.854,31.465,25.424,23.513,8.9,1.751,0.858,0.565,0.399,0.169,0.134,0.938,2.074,2.24,2.171,1.337,0.471,3.89,1.999,1.362,1.289,6.605,0.474
2024-07-12,0.988,8.711,7.669,7.795,9.07,2.491,2.148,4.409,6.889,0.707,0.585,2.189,0.523,0.137,0.057,0.17,0.172,0.09,0.045,0.573,0.883,0.477,0.143,0.494
2024-07-13,0.122,0.246,0.067,0.047,0.573,0.739,0.521,0.073,0.748,4.098,13.702,13.155,17.311,22.09,37.395,34.643,66.268,78.974,66.965,69.236,121.084,136.303,123.981,89.957
2024-07-14,36.527,19.112,15.335,24.227,27.576,40.33,38.724,38.254,43.415,52.378,68.15,46.163,42.023,52.425,46.566,26.673,18.606,5.741,0.908,0.707,7.698,7.559,4.771,3.603
2024-07-15,2.386,1.319,0.185,0.264,0.604,0.204,0.54,1.574,2.509,0.735,0.954,1.926,6.784,12.412,15.213,18.555,8.866,10.119,17.339,51.346,110.351,120.152,129.66,148.373
2024-07-16,133.393,142.59,172.824,159.06,166.067,120.128,84.456,74.898,71.926,80.498,84.975,99.262,113.202,117.65,114.409,120.69,109.465,94.646,92.015,117.309,145.216,130.755,124.086,136.742
2024-07-17,132.414,122.482,103.696,109.664,123.013,103.444,102.817,133.707,151.309,141.723,146.204,152.799,153.252,122.935,142.368,148.759,139.836,143.821,147.624,169.695,160.285,153.518,183.771,195.543
2024-07-18,194.205,198.722,210.511,207.634,190.833,174.626,157.047,170.41,152.1,160.051,155.642,142.018,123.79,112.085,95.761,67.115,56.479,44.907,26.118,18.416,19.405,6.542,28.002,69.883
2024-07-19,67.226,51.527,54.434,60.995,89.869,55.374,58.314,90.088,50.408,49.908,43.083,72.895,40.177,59.547,91.785,89.948,33.551,10.08,6.699,22.856,32.818,22.521,30.174,51.642
2024-07-20,64.285,89.233,107.853,112.819,124.731,129.249,139.995,139.441,132.952,115.368,121.748,115.37,134.724,150.424,151.501,163.209,171.762,177.341,162.326,132.036,148.134,152.038,124.152,124.137
2024-07-21,131.474,138.821,151.843,116.502,92.561,44.498,12.633,4.734,7.835,12.519,33.147,56.819,91.155,106.474,94.227,105.745,90.484,66.176,66.194,73.765,78.353,92.218,89.45,86.626
2024-07-22,100.995,117.597,107.585,73.447,70.544,66.532,76.563,75.759,93.87,98.254,97.547,115.164,117.189,101.318,78.159,81.627,105.416,101.199,108.537,156.654,171.117,153.788,152.823,193.678
2024-07-23,203.079,190.693,142.741,94.603,67.41,66.96,87.13,107.964,96.146,84.434,109.266,110.413,103.862,113.499,100.071,98.28,105.045,112.152,116.86,84.21,90.455,128.575,153.037,138.461
2024-07-24,99.998,58.421,59.51,77.759,77.805,55.359,42.991,45.121,66.608,59.409,44.258,57.969,53.527,72.306,89.158,78.14,62.572,63.801,68.327,54.853,41.505,58.589,66.25,76.007
2024-07-25,87.571,77.916,47.826,44.594,38.486,50.331,67.451,83.076,104.963,120.18,119.634,131.7,145.96,162.016,180.706,186.414,187.896,177.111,169.333,154.593,130.246,109.838,117.649,130.319
2024-07-26,147.594,180.479,189.12,181.871,203.037,191.491,174.468,175.596,172.048,173.379,162.797,155.298,198.433,199.119,194.897,200.744,165.754,161.973,186.469,181.227,181.458,160.834,177.351,179.808
2024-07-27,155.67,179.44,170.363,184,196.917,178.994,176.303,179.615,217.701,207.446,213.212,199.501,204.175,194.677,181.181,183.49,173.019,169.438,148.708,144.408,140.49,151.978,153.637,164.948
2024-07-28,140.941,132.123,132.425,139.001,148.69,136.381,129.182,145.222,169.052,173.705,162.294,145.938,140.268,131.654,126.902,92.279,59.425,53.084,58.448,61.349,73.534,55.316,65.357,81.762
2024-07-29,66.031,54.636,49.388,59.042,71.77,72.909,41.002,36.344,47.63,42.896,33.07,39.993,39.269,26.89,11.067,7.597,6.295,10.225,9.625,9.999,9.796,9.507,7.612,4.763
2024-07-30,2.882,3.542,3.771,4.066,1.479,2.616,2.642,4.267,10.374,12.444,9.933,10.021,13.476,9.988,8.522,6.203,8.918,12.635,14.607,10.42,5.349,4.719,10.933,14.529
2024-07-31,20.366,18.676,14.804,14.12,17.556,13.195,7.741,7.059,8.239,10.45,18.151,23.708,32.987,38.087,42.201,44.162,44.465,45.075,39.11,39.208,51.154,52.025,61.013,65.43
2024-08-01,71.137,53.73,39.595,29.823,23.756,26.611,25.16,23.625,41.563,41.091,47.429,51.711,54.365,46.392,38.4,31.324,37.379,42.175,41.621,34.891,39.549,52.415,63.458,63.868
2024-08-02,59.648,54.663,51.437,37.583,32.399,15.385,8.649,3.61,1.884,2.978,3.602,3.757,3.019,4.261,6.438,1.928,1.539,5.538,5.388,3.806,3.778,7.254,10.079,14.97
2024-08-03,16.398,16.786,12.987,9.972,4.72,1.538,1.062,0.185,0.062,0.667,1.743,2.734,1.157,0.465,0.136,0.281,0.12,0.046,0.046,0.045,0.159,0.127,0.498,0.871
2024-08-04,0.809,0.918,0.927,2.71,6.259,7.824,5.056,0.802,0.447,0.272,0.261,0.696,0.597,1.002,0.291,0.41,0.281,0.16,0.123,0.068,0.162,0.351,1.05,0.168
2024-08-05,0.046,0.579,3.881,2.884,2.28,1.931,2.534,1.478,1.197,1.023,2.467,8.601,16.35,15.222,12.071,11.308,4.452,4.883,7.617,2.767,0.046,0.057,5.988,12.141
2024-08-06,9.943,10.614,5.349,6.747,5.675,8.878,3.373,1.438,1.678,2.266,10.706,13.518,12.3,8.05,5.063,5.649,9.966,3.905,1.549,2.975,5.347,5.903,4.433,1.264
2024-08-07,0.265,0.059,0.071,0.054,0.045,0.047,0.052,0.047,0.058,0.408,1.73,3.906,7.475,9.451,6.354,4.145,2.212,0.62,0.039,0.259,1.278,1.947,1.352,7.933
2024-08-08,15.354,15.933,15.434,15.431,10.401,6.825,3.794,1.259,1.269,1.798,0.53,0.49,6.466,8.454,2.485,2.276,5.306,8.596,8.052,1.508,1.774,2.664,4.051,3.118
2024-08-09,3.333,9.262,6.627,7.421,2.656,1.285,10.496,3.692,0.352,0.154,0.104,1.413,2.064,1.45,1.084,0.702,0.391,0.047,0.046,0.045,0.047,0.045,0.041,0.052
2024-08-10,0.045,0.047,0.046,0.043,0.051,0.046,0.047,0.045,0.109,0.187,2.077,4.938,9.27,7.897,7.127,8.963,4.475,4.74,4.214,1.979,3.044,3.16,7.06,6.048
2024-08-11,5.92,2.426,5.044,4.881,5.585,11.839,10.655,6.437,2.086,2.102,6.371,17.485,22.352,24.156,15.381,15.889,13.487,10.32,9.27,9.266,10.397,12.063,12.282,12.958
2024-08-12,10.228,7.933,4.983,2.508,0.623,0.218,2.38,2.298,3.807,8.209,8.236,9.562,12.46,12.455,10.759,20.97,23.422,21.991,16.401,2.786,2.888,2.409,3.78,3.5
2024-08-13,5.582,8.431,9.913,11.484,12.413,13.826,17.395,28.1,37.498,44.075,51.864,41.707,42.992,44.064,46.672,49.202,53.044,41.466,25.422,21.732,17.463,19.043,16.23,12.731
2024-08-14,11.674,2.356,4.241,3.343,6.593,19.86,19.634,28.367,32.53,40.86,41.033,42.157,26.041,25.308,23.767,23.783,18.702,5.709,2.552,2.654,1.365,5.237,1.104,1.708
2024-08-15,6.762,2.258,24.01,5.967,0.555,2.367,4.175,3.999,7.218,8.295,14.649,10.869,11.565,16.416,15.745,13.404,4.474,0.539,0.849,1.823,0.903,2.669,2.607,2.039
2024-08-16,4.291,36.383,1.563,5.742,7.927,7.844,11.626,3.802,2.144,3.487,7.506,9.17,6.206,3.001,5.496,7.657,4.151,5.147,2.49,2.179,0.19,0.127,0.052,0.045
2024-08-17,0.052,0.098,0.369,0.806,1.124,2.734,1.35,2.092,5.178,15.837,25.627,33.239,30.226,15.617,4.432,6.218,10.616,14.528,18.463,6.72,1.076,5.158,4.485,2.719
2024-08-18,4.303,4.44,1.618,3.587,4.203,6.419,13.588,14.826,13.499,17.867,30.436,50.586,60.178,55.157,55.347,33.066,29.635,28.869,29.455,24.413,14.073,13.449,15.54,8.243
2024-08-19,2.896,1.298,1.691,1.366,3.655,6.817,11.761,7.564,7.093,15.871,17.068,18.17,18.084,18.591,14.782,10.627,13.915,18.988,11.598,8.185,5.484,8.617,4.457,4.176
2024-08-20,2.428,4.439,6.506,12.953,10.787,24.186,55.343,67.829,88.961,136.988,162.479,166.552,202.614,229.236,198.293,207.39,220.048,215.914,223.602,210.738,191.057,161.998,144.475,115.27
2024-08-21,105.94,97.666,91.99,106.783,115.511,125.069,132.759,129.44,133.882,134.129,116.211,94.43,81.985,94.481,101.829,95.338,116.006,108.647,89.058,81.25,76.768,66.762,68.175,72.762
2024-08-22,74.009,109.804,110.057,116.872,119.629,144.299,147.26,158.383,169.244,186.102,164.209,142.725,134.498,87.449,59.847,34.424,23.066,25.419,20.359,3.711,2.415,3.797,1.583,2.029
2024-08-23,3.649,3.083,3.399,5.078,9.574,9.826,6.649,5.618,0.506,0.616,0.615,2.13,3.47,4.887,2.749,0.54,0.335,0.08,0.045,0.045,0.029,0.046,0.051,0.048
2024-08-24,0.04,0.082,0.134,0.066,0.047,0.046,1.184,0.205,0.047,0.055,0.06,0.599,3.863,3.784,1.565,0.806,0.848,0.568,0.637,0.212,2.059,0.437,1.059,1.14
2024-08-25,0.05,0.994,5.959,6.981,4.137,4.432,6.949,0.992,0.741,1.877,3.96,2.956,9.716,9.935,5.075,1.977,1.618,0.132,0.843,0.725,1.251,9.446,6.695,3.089
2024-08-26,1.377,8.809,3.029,1.583,0.721,1.099,0.582,0.095,0.059,0.046,0.131,0.356,1.147,1.656,2.492,2.864,3.812,5.522,2.811,0.668,0.12,0.046,0.047,0.046
2024-08-27,0.153,0.087,0.468,2.463,2.956,2.997,3.059,1.679,2.018,1.661,3.849,9.955,17.983,30.684,27.708,23.826,28.831,38.963,41.518,49.299,72.101,92.113,120.638,123.297
2024-08-28,131.234,148.316,183.512,152.24,154.276,170.705,175.868,176.051,170.909,169.011,158.72,176.784,182.161,189.85,195.209,197.061,204.889,202.898,192.273,212.147,220.435,216.155,203.658,197.18
2024-08-29,185.882,197.359,175.173,145.528,164.269,174.938,171.834,155.912,146.086,132.76,150.194,126.43,114.291,114.223,119.659,122.454,111.078,94.089,96.711,88.672,84.801,73.838,59.743,54.206
2024-08-30,51.516,54.651,47.916,49.286,50.001,47.041,65.867,71.539,73.4,81.771,83.389,116.402,148.763,167.391,184.613,178.57,168.829,154.406,146.152,153.481,154.615,148.25,161.981,135.01
2024-08-31,125.156,143.861,136.93,132.362,137.155,101.018,72.092,87.448,122.688,138.612,105.255,81.077,64.034,80.595,96.466,73.309,65.016,53.331,40.145,19.14,10.194,4.96,1.896,0.719
2024-09-01,0.888,2.119,1.219,0.622,0.184,0.124,0.291,0.046,0.049,0.059,0.451,1.579,3.177,4.952,2.42,0.376,0.37,0.207,0.457,1.362,2.485,3.317,5.773,5.66
2024-09-02,1.704,2.44,6.708,7.354,1.23,0.454,0.125,0.058,0.052,0.1,0.069,0.647,0.475,1.152,0.753,0.88,0.144,0.259,0.131,0.04,0.367,0.935,2.02,1.173
2024-09-03,1.198,2.54,2.915,2.994,4.192,7.398,10.356,12.536,6.571,0.965,1.569,8.858,11.697,23.916,45.237,62.621,57.804,30.734,36.772,36.81,30.986,15.942,16.726,36.115
2024-09-04,54.407,40.379,47.944,38.783,39.636,32.584,25.748,32.11,36.227,59.93,65.926,78.86,87.36,90.073,91.785,74.183,66.561,50.927,28.945,18.915,6.93,3.377,2.277,9.194
2024-09-05,11.449,8.738,4.039,2.561,3.249,3.128,2.613,1.411,0.673,1.175,1.168,2.662,5.855,6.196,3.215,3.066,1.703,0.185,0.089,0.046,0.029,0.046,0.075,0.42
2024-09-06,1.048,0.216,0.047,0.045,0.048,0.045,0.048,0.046,0.047,0.057,0.121,0.797,8.532,12.277,5.627,6.089,6.526,1.834,0.417,0.39,1.093,0.691,3.271,3.38
2024-09-07,7.631,10.772,8.022,4.247,4.256,3.067,8.19,7.209,5.558,3.969,3.756,7.217,11.923,15.054,19.497,5.45,3.121,3.72,7.849,2.293,0.048,0.052,0.08,0.092
2024-09-08,1.687,1.528,0.923,0.048,0.096,0.133,1.823,0.718,2.098,1.681,0.759,1.761,4.157,5.128,4.575,2.615,0.2,0.214,0.263,0.238,0.652,0.22,0.048,0.047
2024-09-09,0.046,0.048,0.246,2.194,2.446,6.239,7.569,8.992,10.604,22.391,42.653,46.028,69.705,76.733,71.185,73.933,69.838,62.901,68.767,64.72,48.681,34.109,37.331,23.556
2024-09-10,22.384,17.034,40.51,61.77,58.931,63.621,81.946,81.52,94.659,97.737,101.901,96.606,93.562,108.373,106.535,119.3,98.136,92.375,81.49,74.742,63.136,91.924,101.098,77.427
2024-09-11,53.3,50.366,38.04,31.122,34.576,44.972,45.201,40.833,39.811,50.165,71.338,99.883,78.825,51.021,47.242,73.737,97.395,59.605,58.706,90.228,100.498,90.496,68.638,95.461
2024-09-12,72.627,55.816,62.516,70.301,63.992,58.41,46.078,31.721,42.114,59.753,56.418,59.377,50.692,40.268,43.398,27.879,24.069,23.173,21.383,25.227,12.366,7.133,9.042,5.625
2024-09-13,6.899,13.992,19.049,8.071,4.511,2.01,1.288,2.519,0.133,0.13,0.94,1.135,2.025,3.597,1.293,0.424,0.559,0.462,1.112,1.146,0.053,0.053,0.427,0.813
2024-09-14,4.257,6.992,12.559,10.664,8.728,9.017,13.34,16.554,12.919,16.968,23.418,34.437,39.072,51.238,46.107,45.539,46.696,52.718,50.101,38.685,47.05,59.012,69.019,64.656
2024-09-15,61.5,58.647,63.725,52.804,77.012,89.611,95.2,97.412,144.488,144.304,134.453,136.239,121.31,126.122,115.827,109.995,105.917,99.174,105.485,93.244,91.088,105.451,124.997,132.387
2024-09-16,126.739,143.718,127.149,93.437,67.432,49.823,57.492,39.984,42.084,40.45,16.715,15.705,14.267,26.405,13.132,25.158,25.254,20.731,17.609,15.781,15.604,20.735,10.571,12.49
2024-09-17,12.673,7.133,5.016,7.364,6.07,3.306,3.933,3.313,2.499,1.436,0.113,4.238,4.831,0.534,0.424,0.317,0.398,0.259,0.152,2.444,7.319,4.186,1.46,1.13
2024-09-18,0.674,0.41,1.817,1.846,1.661,3.371,1.516,1.823,1.849,2.788,8.263,13.757,15.567,15.006,16.059,30.586,33.158,22.297,20.763,9.229,11.233,9.176,6.835,14.775
